rideable_type,member_casual,Day Name,Month Name,Custom,Hour,Count
classic_bike,casual,Tuesday,January,Under 10,18,69
electric_bike,member,Saturday,January,Under 10,9,183
electric_bike,member,Tuesday,January,Under 10,14,263
classic_bike,member,Wednesday,January,Under 10,10,330
electric_bike,member,Saturday,January,Under 10,13,229
electric_bike,casual,Wednesday,January,Under 10,15,145
electric_bike,member,Friday,January,10 to 30,10,70
electric_bike,member,Saturday,January,Under 10,0,84
classic_bike,member,Wednesday,January,Under 10,4,21
classic_bike,member,Friday,January,10 to 30,8,164
electric_bike,member,Wednesday,January,10 to 30,20,95
classic_bike,casual,Wednesday,January,Over 60,15,9
electric_bike,casual,Monday,January,Under 10,17,141
classic_bike,member,Thursday,January,30 to 60,16,46
electric_bike,member,Wednesday,January,Under 10,23,113
electric_bike,member,Tuesday,January,10 to 30,8,220
electric_bike,member,Friday,January,Under 10,21,136
classic_bike,member,Monday,January,10 to 30,1,29
electric_bike,casual,Saturday,January,10 to 30,16,33
electric_bike,member,Friday,January,10 to 30,18,137
classic_bike,member,Monday,January,Under 10,0,35
electric_bike,casual,Wednesday,January,Under 10,18,121
electric_bike,member,Thursday,January,Under 10,20,246
classic_bike,member,Thursday,January,Over 60,7,14
classic_bike,member,Wednesday,January,30 to 60,12,26
classic_bike,member,Thursday,January,10 to 30,11,132
classic_bike,casual,Tuesday,January,Under 10,7,39
classic_bike,casual,Saturday,January,Under 10,2,10
classic_bike,casual,Friday,January,10 to 30,16,39
classic_bike,casual,Tuesday,January,10 to 30,19,36
electric_bike,casual,Sunday,January,10 to 30,17,13
electric_bike,member,Monday,January,10 to 30,22,33
electric_bike,casual,Tuesday,January,Under 10,3,5
classic_bike,casual,Thursday,January,Over 60,15,5
classic_bike,member,Saturday,January,Under 10,3,7
electric_bike,member,Thursday,January,10 to 30,9,169
classic_bike,member,Thursday,January,30 to 60,11,20
electric_bike,member,Friday,January,10 to 30,8,145
electric_bike,casual,Thursday,January,Under 10,17,187
electric_bike,casual,Thursday,January,10 to 30,13,51
electric_bike,member,Sunday,January,30 to 60,14,8
classic_bike,member,Friday,January,Under 10,23,66
electric_bike,member,Thursday,January,Under 10,5,127
classic_bike,member,Wednesday,January,10 to 30,11,161
classic_bike,member,Tuesday,January,10 to 30,11,102
electric_bike,member,Thursday,January,10 to 30,14,143
electric_bike,casual,Wednesday,January,Under 10,4,2
electric_bike,member,Sunday,January,Under 10,3,17
electric_bike,member,Thursday,January,Under 10,12,337
electric_bike,casual,Thursday,January,10 to 30,17,80
electric_bike,casual,Tuesday,January,Under 10,11,58
classic_bike,casual,Monday,January,Under 10,11,51
electric_bike,casual,Wednesday,January,Under 10,8,153
classic_bike,member,Friday,January,Under 10,7,285
electric_bike,casual,Wednesday,January,10 to 30,16,73
classic_bike,member,Wednesday,January,10 to 30,6,170
classic_bike,member,Saturday,January,10 to 30,23,11
classic_bike,member,Wednesday,January,Over 60,22,3
electric_bike,casual,Saturday,January,10 to 30,19,12
electric_bike,member,Monday,January,10 to 30,21,54
electric_bike,casual,Tuesday,January,10 to 30,19,25
classic_bike,member,Saturday,January,10 to 30,8,63
classic_bike,member,Sunday,January,10 to 30,0,14
electric_bike,member,Saturday,January,10 to 30,16,113
electric_bike,member,Wednesday,January,30 to 60,12,10
electric_bike,member,Tuesday,January,Under 10,15,396
electric_bike,member,Friday,January,Under 10,19,210
classic_bike,casual,Monday,January,Under 10,13,39
classic_bike,casual,Sunday,January,Under 10,7,7
classic_bike,casual,Sunday,January,10 to 30,0,8
classic_bike,member,Monday,January,10 to 30,6,114
electric_bike,member,Friday,January,Under 10,18,321
classic_bike,member,Sunday,January,10 to 30,1,7
electric_bike,member,Tuesday,January,10 to 30,9,100
electric_bike,member,Friday,January,Under 10,1,24
electric_bike,casual,Thursday,January,Under 10,14,108
classic_bike,casual,Friday,January,Under 10,7,25
classic_bike,casual,Saturday,January,10 to 30,20,11
classic_bike,member,Tuesday,January,10 to 30,12,119
classic_bike,member,Monday,January,Under 10,21,157
electric_bike,casual,Sunday,January,Under 10,12,70
classic_bike,casual,Friday,January,Under 10,12,50
electric_bike,casual,Wednesday,January,Under 10,11,76
classic_bike,member,Saturday,January,Under 10,15,231
classic_bike,member,Monday,January,30 to 60,15,39
electric_bike,member,Sunday,January,10 to 30,11,65
classic_bike,member,Friday,January,10 to 30,21,57
classic_bike,casual,Saturday,January,10 to 30,15,36
classic_bike,casual,Friday,January,Under 10,8,43
classic_bike,member,Saturday,January,30 to 60,7,7
classic_bike,casual,Thursday,January,Under 10,21,24
electric_bike,casual,Monday,January,Under 10,22,50
electric_bike,casual,Friday,January,Under 10,7,68
classic_bike,casual,Tuesday,January,Under 10,20,46
classic_bike,member,Saturday,January,Under 10,22,55
classic_bike,member,Thursday,January,Under 10,22,92
classic_bike,member,Sunday,January,10 to 30,18,79
electric_bike,member,Sunday,January,Under 10,22,63
classic_bike,member,Monday,January,Under 10,22,84
electric_bike,casual,Sunday,January,10 to 30,12,38
electric_bike,casual,Monday,January,Under 10,14,76
classic_bike,member,Tuesday,January,Over 60,7,12
electric_bike,casual,Thursday,January,10 to 30,19,24
classic_bike,member,Sunday,January,Over 60,10,8
electric_bike,member,Monday,January,10 to 30,15,182
classic_bike,member,Saturday,January,Under 10,23,51
electric_bike,casual,Monday,January,10 to 30,14,39
electric_bike,member,Sunday,January,Under 10,15,216
classic_bike,member,Friday,January,Under 10,5,81
classic_bike,member,Friday,January,30 to 60,7,19
classic_bike,casual,Friday,January,30 to 60,23,3
electric_bike,casual,Tuesday,January,Under 10,14,81
electric_bike,member,Saturday,January,30 to 60,16,8
electric_bike,member,Monday,January,10 to 30,19,101
classic_bike,casual,Sunday,January,Over 60,5,2
electric_bike,member,Wednesday,January,10 to 30,10,86
electric_bike,member,Sunday,January,10 to 30,10,55
classic_bike,member,Saturday,January,30 to 60,6,3
classic_bike,casual,Monday,January,Under 10,9,28
classic_bike,member,Thursday,January,Under 10,0,32
classic_bike,member,Wednesday,January,10 to 30,13,153
electric_bike,casual,Monday,January,Under 10,18,114
classic_bike,casual,Tuesday,January,10 to 30,15,54
classic_bike,casual,Tuesday,January,10 to 30,10,22
classic_bike,member,Tuesday,January,10 to 30,5,42
classic_bike,member,Wednesday,January,30 to 60,15,50
classic_bike,member,Wednesday,January,10 to 30,22,74
electric_bike,member,Monday,January,Under 10,0,57
electric_bike,casual,Thursday,January,Under 10,6,61
classic_bike,casual,Tuesday,January,30 to 60,13,10
classic_bike,casual,Thursday,January,30 to 60,13,6
classic_bike,casual,Wednesday,January,10 to 30,19,41
electric_bike,casual,Tuesday,January,10 to 30,15,35
classic_bike,member,Friday,January,10 to 30,10,71
electric_bike,member,Thursday,January,Under 10,23,82
electric_bike,casual,Sunday,January,Under 10,16,73
electric_bike,member,Tuesday,January,10 to 30,10,56
electric_bike,member,Sunday,January,Under 10,0,61
electric_bike,casual,Wednesday,January,Under 10,22,48
electric_bike,member,Sunday,January,10 to 30,12,99
electric_bike,member,Sunday,January,10 to 30,22,26
classic_bike,casual,Friday,January,10 to 30,19,22
electric_bike,casual,Friday,January,Under 10,23,57
classic_bike,member,Friday,January,10 to 30,5,36
classic_bike,member,Monday,January,10 to 30,5,42
electric_bike,member,Sunday,January,Under 10,10,171
electric_bike,member,Sunday,January,10 to 30,19,41
electric_bike,casual,Sunday,January,10 to 30,11,21
electric_bike,casual,Friday,January,Under 10,21,49
classic_bike,casual,Wednesday,January,Under 10,9,48
electric_bike,casual,Thursday,January,Under 10,12,108
electric_bike,casual,Monday,January,10 to 30,12,45
classic_bike,member,Thursday,January,10 to 30,10,120
classic_bike,member,Tuesday,January,10 to 30,6,105
electric_bike,member,Monday,January,10 to 30,11,80
electric_bike,member,Friday,January,10 to 30,15,120
electric_bike,member,Saturday,January,30 to 60,10,6
classic_bike,member,Tuesday,January,Under 10,0,32
classic_bike,casual,Friday,January,Under 10,19,42
classic_bike,casual,Friday,January,Under 10,15,49
classic_bike,casual,Monday,January,Under 10,22,22
classic_bike,casual,Monday,January,Under 10,23,12
electric_bike,casual,Tuesday,January,10 to 30,17,54
electric_bike,member,Sunday,January,Under 10,7,50
classic_bike,member,Sunday,January,Under 10,1,22
electric_bike,member,Friday,January,10 to 30,23,40
electric_bike,member,Thursday,January,10 to 30,11,78
electric_bike,member,Saturday,January,10 to 30,18,89
classic_bike,casual,Thursday,January,10 to 30,18,56
electric_bike,casual,Wednesday,January,Under 10,21,50
classic_bike,casual,Monday,January,Under 10,14,64
classic_bike,casual,Monday,January,10 to 30,14,44
classic_bike,casual,Sunday,January,Under 10,21,18
classic_bike,casual,Friday,January,10 to 30,12,35
electric_bike,casual,Saturday,January,10 to 30,20,14
classic_bike,casual,Thursday,January,10 to 30,11,20
electric_bike,casual,Tuesday,January,Under 10,21,51
classic_bike,casual,Monday,January,Under 10,21,21
classic_bike,member,Tuesday,January,Under 10,4,20
electric_bike,member,Sunday,January,Under 10,16,194
electric_bike,member,Monday,January,Under 10,19,294
classic_bike,member,Friday,January,Under 10,4,14
classic_bike,member,Thursday,January,30 to 60,13,30
classic_bike,member,Sunday,January,30 to 60,15,34
classic_bike,member,Monday,January,Under 10,4,11
electric_bike,casual,Saturday,January,10 to 30,14,37
classic_bike,member,Sunday,January,30 to 60,10,10
classic_bike,casual,Wednesday,January,10 to 30,23,15
electric_bike,casual,Friday,January,Under 10,18,86
classic_bike,casual,Tuesday,January,30 to 60,14,15
classic_bike,casual,Monday,January,Under 10,8,60
electric_bike,casual,Friday,January,Under 10,8,59
electric_bike,member,Monday,January,10 to 30,12,82
classic_bike,member,Thursday,January,10 to 30,6,122
classic_bike,member,Thursday,January,30 to 60,17,53
electric_bike,casual,Monday,January,Under 10,10,66
electric_bike,casual,Saturday,January,Under 10,22,26
classic_bike,casual,Tuesday,January,30 to 60,15,9
electric_bike,casual,Monday,January,10 to 30,11,23
electric_bike,casual,Monday,January,10 to 30,16,61
classic_bike,casual,Tuesday,January,10 to 30,16,65
classic_bike,member,Sunday,January,10 to 30,14,162
classic_bike,casual,Saturday,January,10 to 30,12,43
classic_bike,casual,Friday,January,10 to 30,18,27
classic_bike,casual,Sunday,January,10 to 30,17,20
classic_bike,casual,Sunday,January,Over 60,1,2
electric_bike,casual,Thursday,January,10 to 30,16,73
classic_bike,casual,Saturday,January,10 to 30,11,34
classic_bike,casual,Monday,January,10 to 30,12,30
classic_bike,casual,Monday,January,10 to 30,16,44
classic_bike,casual,Sunday,January,Under 10,12,39
electric_bike,casual,Wednesday,January,Under 10,6,45
classic_bike,casual,Wednesday,January,Under 10,18,86
classic_bike,member,Tuesday,January,10 to 30,22,35
classic_bike,casual,Friday,January,Under 10,18,54
classic_bike,casual,Friday,January,Under 10,14,45
electric_bike,casual,Thursday,January,Under 10,10,68
classic_bike,casual,Wednesday,January,10 to 30,15,47
electric_bike,member,Saturday,January,10 to 30,17,91
electric_bike,member,Saturday,January,10 to 30,12,91
classic_bike,member,Tuesday,January,30 to 60,14,26
classic_bike,casual,Saturday,January,Under 10,8,19
classic_bike,casual,Wednesday,January,Under 10,12,71
classic_bike,casual,Tuesday,January,10 to 30,8,22
classic_bike,casual,Friday,January,10 to 30,9,17
electric_bike,member,Saturday,January,Under 10,2,43
electric_bike,member,Friday,January,Under 10,3,17
electric_bike,member,Sunday,January,10 to 30,17,71
classic_bike,member,Wednesday,January,30 to 60,19,23
classic_bike,member,Friday,January,Under 10,1,20
classic_bike,member,Wednesday,January,10 to 30,21,120
electric_bike,casual,Thursday,January,Under 10,21,48
classic_bike,casual,Thursday,January,Under 10,18,73
classic_bike,casual,Saturday,January,10 to 30,9,21
electric_bike,member,Monday,January,Under 10,4,26
classic_bike,member,Saturday,January,10 to 30,21,36
electric_bike,casual,Tuesday,January,Under 10,9,67
electric_bike,member,Tuesday,January,Under 10,21,144
electric_bike,member,Saturday,January,Under 10,20,107
classic_bike,casual,Sunday,January,10 to 30,20,17
classic_bike,member,Thursday,January,10 to 30,3,5
electric_bike,casual,Tuesday,January,Under 10,5,10
classic_bike,member,Tuesday,January,30 to 60,18,32
classic_bike,casual,Wednesday,January,Under 10,15,78
electric_bike,casual,Sunday,January,Under 10,15,56
electric_bike,member,Friday,January,10 to 30,0,14
electric_bike,casual,Sunday,January,Under 10,19,42
classic_bike,casual,Thursday,January,10 to 30,20,23
electric_bike,casual,Tuesday,January,Under 10,19,82
classic_bike,casual,Monday,January,Under 10,0,15
electric_bike,member,Saturday,January,Under 10,19,168
electric_bike,casual,Sunday,January,Under 10,21,30
classic_bike,member,Wednesday,January,30 to 60,23,6
classic_bike,casual,Sunday,January,10 to 30,9,18
classic_bike,casual,Sunday,January,30 to 60,8,3
electric_bike,member,Wednesday,January,10 to 30,15,207
classic_bike,member,Tuesday,January,30 to 60,13,16
classic_bike,member,Monday,January,Under 10,1,41
classic_bike,member,Friday,January,10 to 30,22,32
classic_bike,member,Friday,January,30 to 60,22,5
classic_bike,casual,Thursday,January,10 to 30,0,3
classic_bike,member,Tuesday,January,10 to 30,1,3
electric_bike,member,Monday,January,10 to 30,13,102
classic_bike,casual,Sunday,January,Under 10,2,10
classic_bike,casual,Friday,January,10 to 30,7,13
electric_bike,casual,Monday,January,Under 10,11,96
electric_bike,casual,Tuesday,January,10 to 30,8,28
classic_bike,member,Wednesday,January,30 to 60,20,19
electric_bike,member,Tuesday,January,10 to 30,7,174
classic_bike,casual,Friday,January,Over 60,16,8
classic_bike,casual,Friday,January,Under 10,22,20
classic_bike,casual,Thursday,January,10 to 30,16,49
electric_bike,casual,Saturday,January,10 to 30,17,32
electric_bike,member,Saturday,January,Under 10,6,39
classic_bike,casual,Wednesday,January,Under 10,21,35
electric_bike,casual,Tuesday,January,Under 10,6,45
classic_bike,casual,Thursday,January,10 to 30,12,30
electric_bike,member,Thursday,January,10 to 30,19,135
classic_bike,casual,Friday,January,Under 10,17,58
classic_bike,casual,Wednesday,January,Under 10,10,36
electric_bike,casual,Saturday,January,Under 10,11,45
electric_bike,casual,Thursday,January,30 to 60,19,3
classic_bike,member,Thursday,January,Over 60,10,1
electric_bike,member,Friday,January,10 to 30,13,96
electric_bike,casual,Saturday,January,Under 10,9,36
electric_bike,member,Friday,January,Under 10,10,178
electric_bike,member,Wednesday,January,Under 10,5,124
electric_bike,member,Tuesday,January,Under 10,5,109
electric_bike,casual,Wednesday,January,10 to 30,21,25
classic_bike,casual,Saturday,January,Under 10,1,17
classic_bike,member,Monday,January,Over 60,7,10
classic_bike,member,Friday,January,30 to 60,6,6
classic_bike,member,Friday,January,Under 10,22,89
classic_bike,member,Tuesday,January,10 to 30,0,11
