rideable_type,member_casual,Day Name,Month Name,Custom,Hour,Count
classic_bike,member,Tuesday,July,30 to 60,17,393
classic_bike,member,Monday,July,Under 10,10,530
classic_bike,casual,Monday,July,30 to 60,15,257
classic_bike,member,Friday,July,Under 10,8,843
classic_bike,casual,Friday,July,10 to 30,9,281
classic_bike,casual,Saturday,July,10 to 30,21,643
classic_bike,casual,Sunday,July,30 to 60,12,432
classic_bike,member,Tuesday,July,10 to 30,16,1302
classic_bike,casual,Tuesday,July,10 to 30,22,232
classic_bike,casual,Monday,July,10 to 30,11,339
classic_bike,casual,Wednesday,July,Under 10,9,209
classic_bike,casual,Thursday,July,Under 10,12,248
classic_bike,casual,Saturday,July,Over 60,20,158
classic_bike,casual,Wednesday,July,Under 10,8,380
classic_bike,casual,Thursday,July,Over 60,15,200
classic_bike,casual,Friday,July,10 to 30,21,480
classic_bike,casual,Wednesday,July,30 to 60,15,280
classic_bike,casual,Saturday,July,30 to 60,7,62
classic_bike,casual,Friday,July,Under 10,7,183
classic_bike,casual,Sunday,July,Over 60,10,187
classic_bike,casual,Thursday,July,Under 10,22,216
classic_bike,casual,Tuesday,July,30 to 60,20,125
classic_bike,casual,Thursday,July,Under 10,19,445
classic_bike,casual,Friday,July,Over 60,11,220
classic_bike,casual,Saturday,July,30 to 60,20,269
classic_bike,casual,Wednesday,July,10 to 30,12,385
classic_bike,casual,Sunday,July,10 to 30,23,81
classic_bike,member,Tuesday,July,Under 10,13,804
classic_bike,casual,Saturday,July,Over 60,9,251
classic_bike,member,Sunday,July,Under 10,21,276
classic_bike,casual,Sunday,July,30 to 60,2,18
classic_bike,member,Thursday,July,10 to 30,10,336
classic_bike,casual,Wednesday,July,Under 10,21,341
classic_bike,casual,Wednesday,July,10 to 30,7,175
classic_bike,casual,Tuesday,July,Under 10,12,268
classic_bike,casual,Wednesday,July,30 to 60,13,186
classic_bike,casual,Monday,July,30 to 60,13,239
classic_bike,casual,Monday,July,10 to 30,10,253
classic_bike,casual,Tuesday,July,10 to 30,10,307
classic_bike,casual,Friday,July,30 to 60,14,426
classic_bike,casual,Friday,July,30 to 60,19,284
classic_bike,casual,Thursday,July,10 to 30,9,185
classic_bike,casual,Wednesday,July,Over 60,12,135
classic_bike,casual,Friday,July,Over 60,19,170
classic_bike,casual,Tuesday,July,30 to 60,10,126
classic_bike,casual,Wednesday,July,30 to 60,20,285
classic_bike,casual,Thursday,July,30 to 60,22,77
classic_bike,casual,Friday,July,10 to 30,6,75
classic_bike,member,Tuesday,July,Under 10,22,286
classic_bike,casual,Wednesday,July,30 to 60,19,353
classic_bike,casual,Tuesday,July,Over 60,16,122
electric_bike,member,Friday,July,30 to 60,7,24
classic_bike,member,Thursday,July,30 to 60,20,149
classic_bike,member,Saturday,July,30 to 60,18,211
classic_bike,member,Sunday,July,Under 10,2,64
classic_bike,casual,Sunday,July,Under 10,10,245
classic_bike,casual,Tuesday,July,Under 10,7,270
classic_bike,casual,Sunday,July,30 to 60,22,48
classic_bike,casual,Sunday,July,Under 10,22,129
classic_bike,casual,Sunday,July,Over 60,16,184
classic_bike,member,Wednesday,July,30 to 60,14,111
classic_bike,casual,Saturday,July,Under 10,23,205
classic_bike,casual,Sunday,July,Under 10,12,413
classic_bike,casual,Wednesday,July,Under 10,7,255
electric_bike,member,Thursday,July,Over 60,16,23
classic_bike,member,Tuesday,July,Under 10,6,812
classic_bike,casual,Thursday,July,30 to 60,15,308
classic_bike,casual,Wednesday,July,Over 60,14,151
classic_bike,member,Saturday,July,Under 10,7,305
classic_bike,casual,Sunday,July,10 to 30,5,26
classic_bike,member,Sunday,July,10 to 30,5,24
classic_bike,member,Tuesday,July,30 to 60,7,163
classic_bike,member,Wednesday,July,30 to 60,7,97
classic_bike,casual,Sunday,July,Under 10,3,50
classic_bike,casual,Wednesday,July,Under 10,20,420
classic_bike,member,Tuesday,July,10 to 30,4,12
classic_bike,member,Monday,July,10 to 30,5,154
classic_bike,casual,Wednesday,July,Over 60,20,180
classic_bike,member,Thursday,July,30 to 60,5,21
classic_bike,casual,Thursday,July,Under 10,0,79
classic_bike,casual,Sunday,July,Over 60,13,228
classic_bike,casual,Monday,July,Over 60,19,113
classic_bike,member,Sunday,July,Over 60,12,22
classic_bike,member,Friday,July,30 to 60,1,6
classic_bike,casual,Monday,July,30 to 60,18,228
classic_bike,casual,Wednesday,July,30 to 60,16,271
classic_bike,member,Tuesday,July,10 to 30,5,160
classic_bike,casual,Saturday,July,10 to 30,7,179
classic_bike,member,Friday,July,30 to 60,14,165
classic_bike,member,Wednesday,July,10 to 30,9,617
classic_bike,casual,Tuesday,July,10 to 30,0,55
classic_bike,casual,Thursday,July,Under 10,21,247
classic_bike,casual,Thursday,July,Over 60,4,5
classic_bike,casual,Monday,July,30 to 60,0,42
classic_bike,member,Thursday,July,10 to 30,11,400
classic_bike,casual,Sunday,July,Under 10,20,259
classic_bike,casual,Thursday,July,10 to 30,8,200
classic_bike,casual,Sunday,July,Under 10,9,172
classic_bike,casual,Friday,July,Under 10,9,220
classic_bike,casual,Thursday,July,Over 60,18,189
classic_bike,casual,Tuesday,July,Over 60,22,28
classic_bike,member,Sunday,July,30 to 60,13,170
classic_bike,member,Thursday,July,30 to 60,13,136
classic_bike,member,Friday,July,Under 10,22,354
classic_bike,member,Sunday,July,10 to 30,22,130
classic_bike,casual,Sunday,July,30 to 60,13,426
classic_bike,member,Monday,July,Under 10,22,247
classic_bike,casual,Sunday,July,Under 10,8,105
classic_bike,casual,Saturday,July,Over 60,10,339
classic_bike,casual,Tuesday,July,Under 10,16,435
classic_bike,casual,Saturday,July,30 to 60,10,392
electric_bike,member,Saturday,July,10 to 30,2,77
classic_bike,casual,Saturday,July,30 to 60,8,136
electric_bike,member,Tuesday,July,Over 60,1,6
classic_bike,member,Sunday,July,10 to 30,0,142
classic_bike,member,Friday,July,30 to 60,22,62
classic_bike,member,Wednesday,July,Under 10,5,214
classic_bike,casual,Friday,July,30 to 60,12,370
classic_bike,casual,Tuesday,July,30 to 60,11,186
classic_bike,casual,Wednesday,July,10 to 30,13,460
classic_bike,casual,Thursday,July,Under 10,18,555
classic_bike,casual,Sunday,July,30 to 60,16,334
classic_bike,member,Saturday,July,30 to 60,19,187
classic_bike,member,Wednesday,July,30 to 60,17,458
classic_bike,casual,Monday,July,Over 60,13,170
classic_bike,member,Sunday,July,30 to 60,19,133
classic_bike,casual,Friday,July,10 to 30,8,209
classic_bike,casual,Saturday,July,10 to 30,8,366
classic_bike,casual,Monday,July,30 to 60,7,26
classic_bike,casual,Thursday,July,30 to 60,12,234
electric_bike,member,Friday,July,Over 60,8,7
classic_bike,casual,Thursday,July,Over 60,8,43
classic_bike,casual,Tuesday,July,Over 60,6,13
classic_bike,casual,Tuesday,July,30 to 60,15,204
electric_bike,member,Thursday,July,30 to 60,23,32
classic_bike,member,Sunday,July,10 to 30,7,134
classic_bike,casual,Monday,July,Over 60,14,167
electric_bike,member,Wednesday,July,Over 60,23,7
classic_bike,casual,Saturday,July,30 to 60,15,622
electric_bike,member,Saturday,July,30 to 60,8,43
classic_bike,casual,Saturday,July,10 to 30,1,217
classic_bike,member,Sunday,July,Under 10,22,167
classic_bike,member,Tuesday,July,30 to 60,14,98
classic_bike,member,Monday,July,10 to 30,23,100
classic_bike,casual,Sunday,July,Under 10,19,260
classic_bike,member,Sunday,July,Under 10,14,826
classic_bike,member,Thursday,July,Under 10,1,45
electric_bike,member,Tuesday,July,30 to 60,19,63
classic_bike,member,Monday,July,30 to 60,13,100
classic_bike,member,Monday,July,30 to 60,16,226
electric_bike,member,Tuesday,July,30 to 60,9,42
electric_bike,casual,Tuesday,July,30 to 60,0,21
classic_bike,casual,Monday,July,Under 10,6,147
electric_bike,member,Monday,July,30 to 60,13,62
classic_bike,casual,Thursday,July,Over 60,12,189
classic_bike,member,Wednesday,July,Under 10,23,228
classic_bike,casual,Saturday,July,Over 60,12,417
classic_bike,casual,Monday,July,10 to 30,0,115
electric_bike,member,Friday,July,30 to 60,23,36
classic_bike,casual,Thursday,July,30 to 60,11,242
classic_bike,casual,Tuesday,July,Under 10,13,248
classic_bike,casual,Friday,July,30 to 60,21,122
classic_bike,casual,Saturday,July,Over 60,21,128
classic_bike,casual,Wednesday,July,Under 10,0,49
classic_bike,casual,Saturday,July,Under 10,4,19
classic_bike,casual,Sunday,July,30 to 60,20,177
classic_bike,member,Sunday,July,Under 10,7,188
classic_bike,casual,Monday,July,Under 10,10,201
classic_bike,member,Friday,July,10 to 30,9,442
classic_bike,member,Sunday,July,10 to 30,4,14
classic_bike,casual,Saturday,July,Under 10,21,273
electric_bike,member,Monday,July,30 to 60,18,106
classic_bike,casual,Thursday,July,Under 10,8,276
classic_bike,member,Tuesday,July,Over 60,7,21
classic_bike,casual,Wednesday,July,Under 10,11,204
classic_bike,casual,Monday,July,Over 60,16,150
classic_bike,casual,Sunday,July,30 to 60,10,192
classic_bike,member,Saturday,July,30 to 60,15,241
classic_bike,casual,Saturday,July,10 to 30,6,75
classic_bike,member,Monday,July,30 to 60,19,208
classic_bike,casual,Thursday,July,10 to 30,23,214
classic_bike,casual,Monday,July,10 to 30,1,47
classic_bike,member,Sunday,July,Under 10,8,288
classic_bike,casual,Sunday,July,Over 60,14,305
classic_bike,member,Thursday,July,10 to 30,23,179
classic_bike,casual,Wednesday,July,30 to 60,0,9
classic_bike,casual,Monday,July,Under 10,19,460
classic_bike,casual,Friday,July,Under 10,16,467
classic_bike,member,Wednesday,July,30 to 60,11,84
classic_bike,casual,Saturday,July,10 to 30,5,75
classic_bike,casual,Thursday,July,Over 60,7,28
classic_bike,member,Thursday,July,30 to 60,14,126
classic_bike,member,Monday,July,Over 60,13,8
classic_bike,member,Tuesday,July,30 to 60,8,196
classic_bike,casual,Monday,July,10 to 30,7,154
classic_bike,casual,Monday,July,Over 60,11,160
classic_bike,casual,Monday,July,Under 10,13,254
classic_bike,casual,Sunday,July,Under 10,4,37
classic_bike,casual,Wednesday,July,30 to 60,23,63
classic_bike,casual,Wednesday,July,Over 60,10,112
classic_bike,member,Saturday,July,30 to 60,0,16
classic_bike,casual,Thursday,July,30 to 60,9,97
classic_bike,member,Thursday,July,Over 60,21,4
classic_bike,casual,Sunday,July,10 to 30,2,101
classic_bike,casual,Wednesday,July,Over 60,9,72
classic_bike,member,Monday,July,30 to 60,7,106
classic_bike,casual,Tuesday,July,30 to 60,13,194
classic_bike,casual,Thursday,July,30 to 60,6,12
classic_bike,casual,Sunday,July,Over 60,20,73
classic_bike,casual,Friday,July,Over 60,23,57
classic_bike,casual,Monday,July,Under 10,16,439
classic_bike,casual,Thursday,July,Over 60,22,35
classic_bike,casual,Thursday,July,30 to 60,14,267
classic_bike,casual,Friday,July,10 to 30,7,178
classic_bike,member,Sunday,July,30 to 60,10,152
classic_bike,member,Friday,July,10 to 30,6,220
classic_bike,casual,Thursday,July,10 to 30,11,349
classic_bike,casual,Sunday,July,Over 60,19,118
classic_bike,member,Sunday,July,30 to 60,18,136
classic_bike,casual,Monday,July,Over 60,12,178
classic_bike,member,Friday,July,30 to 60,16,203
electric_bike,member,Sunday,July,Under 10,6,125
classic_bike,member,Monday,July,Under 10,5,251
classic_bike,member,Tuesday,July,30 to 60,11,94
classic_bike,casual,Tuesday,July,Over 60,11,146
classic_bike,casual,Thursday,July,30 to 60,21,135
classic_bike,member,Friday,July,30 to 60,8,91
classic_bike,casual,Tuesday,July,Over 60,23,22
classic_bike,casual,Thursday,July,Under 10,1,50
classic_bike,member,Thursday,July,30 to 60,15,134
electric_bike,member,Sunday,July,30 to 60,9,20
classic_bike,casual,Tuesday,July,30 to 60,9,89
electric_bike,casual,Tuesday,July,30 to 60,23,16
classic_bike,casual,Monday,July,Under 10,11,206
classic_bike,member,Tuesday,July,10 to 30,0,44
classic_bike,casual,Friday,July,Over 60,17,240
classic_bike,casual,Tuesday,July,Under 10,1,37
classic_bike,member,Wednesday,July,Under 10,0,50
classic_bike,member,Monday,July,30 to 60,21,97
classic_bike,casual,Friday,July,Over 60,20,103
classic_bike,member,Wednesday,July,30 to 60,23,39
classic_bike,casual,Thursday,July,10 to 30,5,38
classic_bike,member,Thursday,July,Under 10,3,14
classic_bike,member,Friday,July,30 to 60,21,79
classic_bike,member,Saturday,July,Over 60,11,35
classic_bike,member,Wednesday,July,30 to 60,13,117
classic_bike,casual,Thursday,July,Over 60,11,121
classic_bike,member,Friday,July,Under 10,0,91
classic_bike,member,Saturday,July,30 to 60,11,230
classic_bike,member,Saturday,July,10 to 30,6,128
classic_bike,casual,Sunday,July,10 to 30,1,169
classic_bike,member,Monday,July,10 to 30,0,58
classic_bike,casual,Wednesday,July,30 to 60,11,154
classic_bike,casual,Thursday,July,Over 60,13,191
classic_bike,casual,Tuesday,July,Under 10,22,154
electric_bike,member,Sunday,July,Over 60,11,20
classic_bike,casual,Thursday,July,Over 60,17,186
classic_bike,member,Wednesday,July,30 to 60,15,177
classic_bike,member,Thursday,July,Under 10,23,192
classic_bike,casual,Sunday,July,10 to 30,6,47
classic_bike,casual,Tuesday,July,Under 10,23,119
classic_bike,casual,Tuesday,July,Over 60,20,56
classic_bike,member,Thursday,July,30 to 60,9,85
electric_bike,casual,Thursday,July,30 to 60,23,25
classic_bike,member,Saturday,July,10 to 30,2,48
classic_bike,member,Sunday,July,30 to 60,14,173
classic_bike,member,Tuesday,July,Under 10,23,152
classic_bike,casual,Sunday,July,30 to 60,9,141
classic_bike,casual,Wednesday,July,10 to 30,22,541
classic_bike,casual,Thursday,July,Over 60,16,221
classic_bike,casual,Wednesday,July,10 to 30,14,477
classic_bike,member,Thursday,July,30 to 60,8,105
classic_bike,casual,Wednesday,July,30 to 60,5,6
classic_bike,casual,Thursday,July,30 to 60,23,54
classic_bike,member,Sunday,July,10 to 30,8,197
classic_bike,casual,Sunday,July,Over 60,7,42
electric_bike,casual,Thursday,July,30 to 60,5,7
classic_bike,casual,Monday,July,Under 10,20,325
electric_bike,member,Monday,July,30 to 60,6,13
classic_bike,member,Tuesday,July,10 to 30,23,112
classic_bike,member,Sunday,July,30 to 60,17,154
classic_bike,member,Saturday,July,Under 10,22,316
classic_bike,casual,Friday,July,Over 60,12,258
classic_bike,casual,Sunday,July,10 to 30,8,126
classic_bike,casual,Friday,July,Over 60,10,176
classic_bike,casual,Wednesday,July,Under 10,5,56
classic_bike,casual,Thursday,July,Under 10,5,64
classic_bike,casual,Wednesday,July,10 to 30,5,35
electric_bike,member,Friday,July,30 to 60,14,82
classic_bike,casual,Monday,July,10 to 30,23,111
classic_bike,member,Saturday,July,30 to 60,21,95
classic_bike,casual,Wednesday,July,Over 60,19,273
classic_bike,member,Monday,July,Over 60,18,27
classic_bike,member,Wednesday,July,Under 10,3,17
classic_bike,casual,Sunday,July,10 to 30,22,212
electric_bike,member,Wednesday,July,Under 10,0,142
classic_bike,member,Thursday,July,30 to 60,21,81
classic_bike,member,Sunday,July,30 to 60,11,138
electric_bike,member,Tuesday,July,30 to 60,11,41
classic_bike,member,Monday,July,30 to 60,11,77
classic_bike,casual,Thursday,July,10 to 30,2,21
classic_bike,member,Saturday,July,10 to 30,5,58
classic_bike,member,Friday,July,Over 60,19,17
classic_bike,casual,Wednesday,July,10 to 30,23,234
classic_bike,casual,Sunday,July,30 to 60,8,43
classic_bike,member,Friday,July,30 to 60,15,178
classic_bike,casual,Thursday,July,30 to 60,10,117
electric_bike,member,Sunday,July,30 to 60,11,78
classic_bike,casual,Thursday,July,Over 60,20,100
classic_bike,casual,Tuesday,July,30 to 60,19,182
classic_bike,member,Saturday,July,30 to 60,16,246
classic_bike,member,Friday,July,30 to 60,6,64
classic_bike,member,Friday,July,30 to 60,5,36
classic_bike,member,Friday,July,10 to 30,4,20
classic_bike,member,Thursday,July,30 to 60,18,258
electric_bike,casual,Sunday,July,Over 60,1,9
classic_bike,casual,Monday,July,30 to 60,19,253
electric_bike,member,Friday,July,Over 60,4,5
classic_bike,casual,Tuesday,July,Under 10,3,6
electric_bike,member,Thursday,July,30 to 60,5,10
classic_bike,member,Sunday,July,30 to 60,20,103
classic_bike,member,Friday,July,30 to 60,9,84
classic_bike,casual,Wednesday,July,Over 60,18,220
classic_bike,member,Saturday,July,Over 60,22,9
electric_bike,member,Sunday,July,30 to 60,21,30
classic_bike,member,Tuesday,July,30 to 60,22,54
classic_bike,member,Tuesday,July,30 to 60,23,22
classic_bike,member,Sunday,July,Under 10,6,94
classic_bike,member,Sunday,July,30 to 60,21,43
classic_bike,casual,Thursday,July,Under 10,14,243
classic_bike,casual,Friday,July,30 to 60,0,29
classic_bike,member,Wednesday,July,10 to 30,4,8
classic_bike,member,Monday,July,Under 10,23,103
electric_bike,member,Tuesday,July,Over 60,4,3
classic_bike,casual,Tuesday,July,Over 60,13,152
electric_bike,member,Saturday,July,30 to 60,10,103
electric_bike,member,Sunday,July,Under 10,7,219
classic_bike,casual,Wednesday,July,10 to 30,3,12
classic_bike,casual,Tuesday,July,30 to 60,22,41
classic_bike,casual,Thursday,July,30 to 60,16,331
classic_bike,member,Monday,July,30 to 60,6,52
classic_bike,member,Friday,July,Under 10,4,25
classic_bike,member,Saturday,July,Under 10,0,145
classic_bike,casual,Monday,July,Under 10,21,199
classic_bike,member,Sunday,July,Over 60,13,25
classic_bike,member,Friday,July,30 to 60,11,102
classic_bike,casual,Tuesday,July,30 to 60,14,208
classic_bike,member,Monday,July,30 to 60,20,146
electric_bike,member,Sunday,July,10 to 30,6,93
classic_bike,casual,Wednesday,July,10 to 30,2,22
electric_bike,member,Saturday,July,Over 60,15,36
classic_bike,member,Tuesday,July,30 to 60,13,82
classic_bike,casual,Thursday,July,30 to 60,19,274
classic_bike,casual,Saturday,July,Under 10,5,30
electric_bike,member,Saturday,July,Under 10,5,98
classic_bike,casual,Thursday,July,Over 60,1,10
classic_bike,casual,Tuesday,July,Over 60,19,110
classic_bike,casual,Wednesday,July,30 to 60,22,167
electric_bike,member,Saturday,July,30 to 60,0,15
classic_bike,casual,Sunday,July,Under 10,0,220
electric_bike,member,Monday,July,Under 10,2,62
classic_bike,casual,Friday,July,30 to 60,5,9
classic_bike,casual,Sunday,July,30 to 60,18,282
classic_bike,casual,Friday,July,Under 10,21,262
electric_bike,member,Friday,July,Over 60,12,23
classic_bike,casual,Sunday,July,Over 60,12,344
electric_bike,member,Thursday,July,Over 60,7,2
classic_bike,member,Tuesday,July,Over 60,12,15
classic_bike,member,Tuesday,July,30 to 60,9,113
classic_bike,casual,Thursday,July,10 to 30,6,74
classic_bike,casual,Sunday,July,Over 60,15,227
classic_bike,casual,Wednesday,July,Over 60,13,183
classic_bike,casual,Thursday,July,Over 60,9,91
classic_bike,member,Sunday,July,Under 10,4,25
classic_bike,member,Saturday,July,30 to 60,7,74
classic_bike,casual,Friday,July,Under 10,5,48
classic_bike,member,Friday,July,30 to 60,19,173
classic_bike,casual,Friday,July,10 to 30,0,125
electric_bike,member,Sunday,July,30 to 60,17,78
classic_bike,member,Wednesday,July,Over 60,15,15
classic_bike,casual,Saturday,July,Over 60,7,52
classic_bike,member,Saturday,July,10 to 30,3,38
classic_bike,member,Sunday,July,30 to 60,6,15
classic_bike,casual,Friday,July,10 to 30,3,23
classic_bike,member,Tuesday,July,Over 60,20,9
classic_bike,member,Friday,July,10 to 30,5,94
classic_bike,member,Monday,July,30 to 60,5,40
classic_bike,member,Saturday,July,30 to 60,22,87
classic_bike,casual,Wednesday,July,10 to 30,9,218
classic_bike,casual,Wednesday,July,30 to 60,1,6
classic_bike,member,Saturday,July,10 to 30,4,18
classic_bike,casual,Sunday,July,Over 60,0,46
electric_bike,member,Friday,July,30 to 60,12,67
classic_bike,member,Sunday,July,Under 10,3,43
classic_bike,member,Friday,July,Under 10,2,45
classic_bike,member,Sunday,July,30 to 60,9,89
electric_bike,member,Monday,July,10 to 30,2,28
classic_bike,casual,Tuesday,July,Over 60,18,150
classic_bike,casual,Friday,July,10 to 30,5,55
classic_bike,casual,Friday,July,30 to 60,8,62
electric_bike,member,Sunday,July,30 to 60,18,80
classic_bike,member,Thursday,July,Over 60,9,9
classic_bike,casual,Thursday,July,30 to 60,2,7
electric_bike,member,Wednesday,July,Over 60,10,14
classic_bike,casual,Friday,July,10 to 30,2,54
classic_bike,member,Thursday,July,Under 10,4,16
classic_bike,member,Wednesday,July,Under 10,1,30
classic_bike,casual,Tuesday,July,Over 60,15,123
classic_bike,casual,Tuesday,July,30 to 60,8,71
classic_bike,casual,Wednesday,July,Under 10,1,29
classic_bike,member,Sunday,July,Over 60,11,17
classic_bike,casual,Thursday,July,Under 10,9,202
classic_bike,casual,Monday,July,10 to 30,2,31
classic_bike,member,Wednesday,July,Under 10,4,27
classic_bike,casual,Saturday,July,30 to 60,23,118
classic_bike,member,Saturday,July,Over 60,12,42
classic_bike,casual,Sunday,July,Under 10,2,96
classic_bike,member,Monday,July,Over 60,16,19
classic_bike,casual,Thursday,July,10 to 30,4,14
electric_bike,member,Sunday,July,30 to 60,3,3
electric_bike,member,Saturday,July,10 to 30,3,61
electric_bike,casual,Thursday,July,Under 10,4,34
classic_bike,casual,Sunday,July,30 to 60,21,96
classic_bike,casual,Friday,July,30 to 60,9,125
electric_bike,member,Sunday,July,30 to 60,0,26
electric_bike,member,Thursday,July,30 to 60,16,108
classic_bike,casual,Friday,July,Over 60,9,127
classic_bike,casual,Wednesday,July,10 to 30,6,88
classic_bike,casual,Friday,July,30 to 60,6,13
classic_bike,member,Saturday,July,Over 60,14,22
classic_bike,casual,Wednesday,July,30 to 60,4,3
classic_bike,member,Thursday,July,30 to 60,22,79
classic_bike,member,Friday,July,Over 60,15,28
classic_bike,casual,Friday,July,Over 60,22,55
classic_bike,casual,Saturday,July,Over 60,8,105
classic_bike,member,Friday,July,Over 60,6,8
classic_bike,casual,Monday,July,10 to 30,6,65
classic_bike,member,Saturday,July,30 to 60,8,94
classic_bike,casual,Sunday,July,Over 60,17,190
classic_bike,casual,Friday,July,Over 60,18,167
classic_bike,casual,Friday,July,30 to 60,22,84
classic_bike,casual,Wednesday,July,Under 10,6,110
classic_bike,casual,Monday,July,Over 60,8,29
classic_bike,casual,Tuesday,July,Over 60,14,128
classic_bike,casual,Monday,July,Under 10,0,59
electric_bike,casual,Friday,July,Over 60,21,30
classic_bike,member,Friday,July,Under 10,3,24
classic_bike,member,Monday,July,Under 10,0,67
classic_bike,casual,Saturday,July,Over 60,2,17
electric_bike,member,Saturday,July,Over 60,8,12
electric_bike,member,Friday,July,Over 60,16,28
electric_bike,member,Monday,July,10 to 30,0,81
electric_bike,member,Sunday,July,Under 10,4,69
classic_bike,member,Wednesday,July,Over 60,17,36
classic_bike,casual,Thursday,July,Over 60,0,34
classic_bike,member,Thursday,July,Over 60,11,17
electric_bike,member,Monday,July,30 to 60,9,43
electric_bike,member,Friday,July,Over 60,13,17
classic_bike,casual,Friday,July,10 to 30,1,85
classic_bike,casual,Sunday,July,Under 10,23,75
classic_bike,casual,Tuesday,July,30 to 60,6,16
classic_bike,casual,Thursday,July,10 to 30,0,95
electric_bike,casual,Friday,July,Over 60,23,13
classic_bike,member,Thursday,July,Over 60,12,17
classic_bike,casual,Wednesday,July,Over 60,7,22
electric_bike,member,Monday,July,Over 60,18,24
electric_bike,member,Saturday,July,Over 60,12,28
classic_bike,casual,Sunday,July,30 to 60,1,26
classic_bike,member,Wednesday,July,30 to 60,3,4
electric_bike,member,Wednesday,July,10 to 30,1,42
classic_bike,member,Thursday,July,30 to 60,23,23
classic_bike,casual,Monday,July,10 to 30,5,30
classic_bike,casual,Monday,July,Over 60,17,118
classic_bike,member,Friday,July,Over 60,17,23
classic_bike,member,Wednesday,July,10 to 30,0,57
electric_bike,member,Saturday,July,Over 60,13,27
classic_bike,member,Monday,July,30 to 60,1,3
classic_bike,casual,Monday,July,30 to 60,1,16
electric_bike,casual,Monday,July,Over 60,5,3
classic_bike,casual,Monday,July,30 to 60,6,13
classic_bike,casual,Sunday,July,Over 60,9,93
classic_bike,casual,Thursday,July,30 to 60,20,201
classic_bike,member,Friday,July,30 to 60,0,11
classic_bike,casual,Sunday,July,Over 60,1,36
electric_bike,member,Wednesday,July,30 to 60,14,71
classic_bike,member,Wednesday,July,10 to 30,1,13
classic_bike,casual,Thursday,July,Over 60,21,50
classic_bike,member,Thursday,July,10 to 30,5,116
electric_bike,casual,Tuesday,July,30 to 60,8,22
classic_bike,casual,Monday,July,30 to 60,9,97
electric_bike,member,Friday,July,Over 60,14,14
classic_bike,member,Tuesday,July,Over 60,8,13
electric_bike,member,Thursday,July,30 to 60,7,38
classic_bike,member,Saturday,July,30 to 60,23,45
classic_bike,casual,Sunday,July,30 to 60,0,66
classic_bike,member,Monday,July,30 to 60,0,11
classic_bike,member,Sunday,July,30 to 60,7,28
electric_bike,member,Saturday,July,30 to 60,7,26
classic_bike,casual,Wednesday,July,30 to 60,10,112
electric_bike,member,Tuesday,July,30 to 60,10,43
classic_bike,casual,Sunday,July,30 to 60,15,371
classic_bike,member,Wednesday,July,Over 60,16,18
electric_bike,casual,Thursday,July,Over 60,16,63
electric_bike,member,Monday,July,Over 60,15,16
classic_bike,casual,Saturday,July,30 to 60,0,57
classic_bike,casual,Wednesday,July,30 to 60,6,15
classic_bike,casual,Friday,July,Over 60,6,12
classic_bike,casual,Monday,July,10 to 30,4,13
classic_bike,casual,Saturday,July,Under 10,3,49
electric_bike,member,Friday,July,Under 10,2,56
electric_bike,member,Monday,July,30 to 60,22,30
classic_bike,casual,Saturday,July,10 to 30,2,77
classic_bike,member,Tuesday,July,30 to 60,6,93
classic_bike,member,Wednesday,July,Over 60,20,17
classic_bike,member,Saturday,July,Over 60,16,33
classic_bike,member,Wednesday,July,30 to 60,2,4
classic_bike,member,Thursday,July,30 to 60,10,82
electric_bike,member,Saturday,July,Over 60,6,8
classic_bike,member,Sunday,July,30 to 60,5,11
classic_bike,casual,Thursday,July,Over 60,23,25
classic_bike,casual,Saturday,July,Under 10,6,54
electric_bike,member,Thursday,July,30 to 60,20,62
electric_bike,casual,Tuesday,July,Over 60,13,50
classic_bike,casual,Saturday,July,Under 10,7,89
classic_bike,casual,Friday,July,Over 60,21,63
classic_bike,casual,Sunday,July,Over 60,4,8
classic_bike,casual,Sunday,July,30 to 60,4,8
classic_bike,casual,Tuesday,July,Over 60,17,115
electric_bike,casual,Friday,July,Over 60,6,1
classic_bike,casual,Friday,July,30 to 60,23,117
classic_bike,casual,Tuesday,July,Under 10,0,47
classic_bike,casual,Sunday,July,Over 60,21,45
classic_bike,casual,Wednesday,July,Over 60,21,60
classic_bike,casual,Monday,July,Over 60,6,9
classic_bike,casual,Wednesday,July,Over 60,15,171
classic_bike,casual,Monday,July,30 to 60,8,37
electric_bike,member,Sunday,July,30 to 60,13,86
classic_bike,member,Monday,July,Over 60,14,8
classic_bike,member,Thursday,July,10 to 30,1,21
classic_bike,member,Friday,July,Over 60,14,15
electric_bike,member,Saturday,July,10 to 30,4,38
electric_bike,casual,Wednesday,July,Over 60,11,24
classic_bike,casual,Friday,July,30 to 60,1,17
classic_bike,casual,Saturday,July,Over 60,22,107
classic_bike,member,Saturday,July,Over 60,8,13
classic_bike,member,Saturday,July,Over 60,13,32
classic_bike,member,Saturday,July,Over 60,15,22
classic_bike,casual,Saturday,July,30 to 60,6,21
electric_bike,member,Saturday,July,30 to 60,23,45
classic_bike,casual,Friday,July,Under 10,0,94
classic_bike,member,Thursday,July,30 to 60,6,53
electric_bike,member,Friday,July,Over 60,19,19
classic_bike,member,Thursday,July,Over 60,10,9
electric_bike,member,Sunday,July,30 to 60,20,46
classic_bike,casual,Monday,July,Over 60,2,17
classic_bike,member,Monday,July,30 to 60,10,79
classic_bike,member,Thursday,July,Under 10,2,23
